Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,esg_T1,esg_T2,esg_T3
CG33969,198.4318313,0.415121727,0.260435954,1.593949377,0.110947374,0.37642166,122.6755305,219.3773663,145.9171704,206.6419383,244.6741871,224.7182423,225.018384
CG8176,318.5571834,-0.261246743,0.16395752,-1.593380675,0.111074818,0.376683238,387.450217,289.8196399,362.8210722,331.5354174,284.937028,301.326734,272.010175
Vps13B,173.1078894,0.276201813,0.173388362,1.59296628,0.111167756,0.376683238,165.6119661,157.9919565,165.6357069,145.3305939,208.5408683,191.5212293,177.1229046
Qsox1,218.9561914,0.38275974,0.240289233,1.592912574,0.111179805,0.376683238,168.6788544,221.3900027,149.8608777,235.0268199,296.2932139,240.0399407,221.4036308
neb,81.51976544,0.596509663,0.374468021,1.592952214,0.111170912,0.376683238,60.31546914,76.48018275,74.93043883,55.63436799,103.2380536,141.3001069,58.73973879
CG12934,267.1322247,1.645108091,1.032975227,1.592592008,0.111251748,0.376795374,108.3633852,20.12636388,389.4410966,40.87422954,232.2856207,457.0973338,621.7375429
CG4557,148.1602129,-0.337999365,0.212293534,-1.592132171,0.11135501,0.377013472,156.4113013,188.1815023,174.5090483,131.7058508,120.7885228,134.4904632,131.0348019
Prx2540-1,131.5231351,-0.675954855,0.424862597,-1.590996381,0.11161039,0.377746262,225.9274353,94.59391024,221.833536,84.01924962,102.2056731,94.48380643,97.59833521
CG42694,4.601046098,2.377981448,1.494881804,1.590748807,0.111666118,0.37780305,0,1.006318194,0,5.676976326,12.38856644,6.809643707,6.325818023
RluA-1,25.5426343,1.276989393,0.803196882,1.589883403,0.111861089,0.378330742,3.066888261,31.19586402,9.859268267,19.30171951,56.7809295,17.02410927,41.5696613
CG10435,264.7494481,-0.3558717,0.223876794,-1.589587258,0.111927871,0.37842466,298.5104575,260.6364123,337.1869747,272.4948636,173.4399301,228.1230642,282.8544345
Slu7,322.1138718,-0.219435272,0.138061567,-1.589401577,0.111969759,0.378434376,346.5583735,334.0976404,336.2010479,354.2433227,320.0379663,297.0707067,266.5880453
ytr,549.4791416,-0.222646755,0.140125004,-1.588915241,0.11207953,0.378673438,560.2182558,521.2728245,590.5701692,669.8832064,484.1864716,484.3359086,535.8871554
ken,378.7394726,-0.444038397,0.279581257,-1.588226625,0.112235103,0.378999941,545.9061105,386.4261865,477.1885841,299.74435,221.9618153,371.125582,348.8236796
CG12239,16.8454232,2.295114477,1.445157288,1.588141648,0.112254312,0.378999941,14.31214522,0,10.84519509,0,5.161902682,59.58438243,28.01433696
CG18003,28.89161607,0.671937265,0.423171378,1.587860851,0.112317808,0.379082372,19.42362566,29.18322763,20.70446336,22.7079053,46.45712414,35.75062946,28.01433696
CG8974,594.7216289,-0.235783242,0.148593957,-1.586761984,0.112566562,0.379789791,630.7566858,644.0436442,554.0908766,714.1636218,603.9426138,522.6401545,493.4138058
CG44249,34.08028556,-1.04823035,0.661049442,-1.585706428,0.11280592,0.380465031,87.9174635,27.17059124,39.43707307,20.43711477,22.7123718,11.06567102,29.82171354
DNApol-delta,172.7978189,0.540285653,0.340848387,1.585120167,0.112939034,0.38078159,94.05124002,188.1815023,103.5223168,193.0171951,226.0913375,236.6351188,168.0860218
mil,6.098674222,-1.897067432,1.197068503,-1.584760961,0.113020655,0.380792066,20.44592174,3.018954582,9.859268267,2.27079053,1.032380536,4.256027317,1.807376578
conu,351.4853658,-0.276519823,0.174475156,-1.584866463,0.112996678,0.380792066,341.4468931,374.3503682,352.961804,450.7519203,351.0093824,311.5411996,278.335993
CG2694,102.4292726,-0.536286153,0.338541311,-1.584108458,0.11316904,0.381159614,87.9174635,141.8908654,82.81785345,160.0907324,88.78472613,86.82295726,68.68030997
CHKov1,511.0086174,0.372691613,0.235486128,1.582647844,0.113501752,0.382147517,473.3230884,334.0976404,598.4575838,408.7422954,544.0645427,524.3425654,694.032606
CG30466,68.26000615,-0.43975543,0.27796735,-1.582039867,0.11364047,0.382481803,89.96205567,61.38540984,75.91636566,80.61306382,51.61902682,59.58438243,58.73973879
Msr-110,39.60048433,-1.150213483,0.727241046,-1.581612438,0.113738073,0.382677526,36.80265914,25.15795485,121.2689997,23.84330057,24.77713287,11.91687649,33.43646669
Vmat,6.778424217,-2.288614328,1.447385888,-1.581205363,0.11383109,0.382857687,28.62429044,6.037909165,1.971853653,4.54158106,0,0.851205463,5.422129734
SsRbeta,736.6172541,0.212387339,0.134379697,1.580501689,0.11399202,0.383181629,646.0911271,717.5048724,709.8673152,684.6433449,881.6529781,686.0716035,830.4895376
CG30349,408.6207481,-0.232016706,0.146811871,-1.580367478,0.114022735,0.383181629,376.2049601,437.7484144,436.7655842,495.0323356,383.013179,358.3575001,373.2232634
CG2938,488.6692997,0.2691847,0.170359964,1.580093668,0.114085417,0.383181629,456.966351,411.5841414,457.4700476,471.189035,458.3769582,509.0208671,656.0776978
CG14621,24.60504075,0.755441165,0.478088365,1.580128739,0.114077387,0.383181629,11.24525696,18.11372749,20.70446336,26.1140911,25.80951341,33.19701307,37.05121985
CCHa1,605.4133474,0.709827389,0.449337318,1.579720535,0.114170881,0.383292687,225.9274353,666.1826445,226.7631701,784.5581282,901.2682083,733.7391094,699.4547357
Phm,1007.286346,0.255655308,0.16184769,1.579604309,0.114197512,0.383292687,786.145691,843.2946466,1064.800973,1026.39732,980.7615096,1157.63943,1191.964853
Dop1R2,4.696145154,-2.268367405,1.4367673,-1.578799438,0.114382068,0.38364663,18.40132957,5.03159097,3.943707307,1.135395265,0,2.55361639,1.807376578
CG11426,76.33205894,0.993605634,0.629302029,1.578901049,0.114358755,0.38364663,23.51281,80.50545553,67.04302422,43.14502007,91.88186774,35.75062946,192.4856056
CG10600,598.4658856,-0.349067265,0.221263868,-1.57760627,0.114656091,0.384432798,855.661825,542.4055066,603.387218,635.8213485,420.1788783,623.9336046,507.8728184
CG8547,14.97359476,0.938293308,0.595275751,1.576233042,0.114972106,0.3851091,16.35673739,8.050545553,12.81704875,5.676976326,20.64761073,19.57772566,21.68851894
olf186-M,502.6053672,-0.550326121,0.349144686,-1.576212224,0.114976902,0.3851091,753.4322162,421.6473233,692.1206324,459.8350824,261.1922757,613.7191391,316.2909012
tay,393.2214231,-0.353131777,0.224024409,-1.576309379,0.114954521,0.3851091,524.4378927,368.312459,507.7523158,333.8062079,293.1960723,361.7623219,363.2826922
chico,171.7726422,-0.409490202,0.259856264,-1.575833487,0.115064183,0.385268406,240.2395805,148.9350927,223.8053897,155.5491513,126.982806,152.3657779,154.5306974
ClC-a,56.26069297,1.093234604,0.694029206,1.57519971,0.115210354,0.38535877,8.178368697,72.45490997,27.60595115,43.14502007,132.1447087,57.88197151,52.41392076
CG10064,15.35285224,-1.03746397,0.658569536,-1.575329428,0.115180425,0.38535877,27.60199435,11.06950013,28.59187798,11.35395265,11.3561859,9.363260097,8.133194601
CG15170,73.80046009,0.922896446,0.585787079,1.575481057,0.115145448,0.38535877,17.37903348,75.47386456,60.14153643,60.17594905,150.7275583,44.26268409,108.4425947
CG10254,90.90857584,-0.435490452,0.276511427,-1.57494559,0.115269004,0.385422041,84.85057523,128.8087288,88.73341441,106.7271549,87.75234559,68.09643707,71.39137483
Ras85D,747.8681901,0.196852719,0.12511417,1.573384682,0.115629772,0.385830336,768.7666575,638.0057351,716.768803,691.4557165,791.8358714,750.7632187,877.4813286
CG34031,3.795357405,-1.81986882,1.156505399,-1.573593017,0.115581569,0.385830336,7.15607261,2.012636388,5.91556096,6.812371591,2.064761073,1.702410927,0.903688289
Pi3K59F,202.0166355,-0.35117737,0.223196755,-1.573398191,0.115626646,0.385830336,209.5706979,273.7185488,200.1431458,206.6419383,207.5084878,171.9435036,144.5901262
CG14340,3.25824217,2.628602734,1.670208324,1.573817287,0.115529696,0.385830336,2.044592174,0,1.971853653,0,1.032380536,5.10723278,12.65163605
Faf2,728.8240142,-0.164459213,0.104491564,-1.573899429,0.115510702,0.385830336,790.2348754,745.6817818,808.4599979,711.8928312,662.7883044,687.7740144,694.9362943
CG16798,8.142438902,1.711304087,1.087353628,1.573824782,0.115527963,0.385830336,8.178368697,1.006318194,3.943707307,3.406185795,2.064761073,22.13134205,16.2663892
Muc26B,14.62761595,1.737528061,1.104675599,1.572885345,0.115745369,0.386083246,12.26755305,1.006318194,14.7889024,1.135395265,6.194283218,27.23857483,39.76228472
LManV,330.6040292,-1.680573103,1.068719521,-1.572510907,0.115832112,0.386239768,67.47154175,704.4227359,533.3864133,569.9684231,344.8150991,26.38736936,67.77662168
frma,26.07868663,-1.397345889,0.889022538,-1.5717778,0.116002092,0.386673639,83.82827915,23.14531846,30.56373163,4.54158106,10.32380536,9.363260097,20.78483065
CG15142,15.69775577,1.48575081,0.945591661,1.571239332,0.116127067,0.386957249,1.022296087,20.12636388,2.95778048,11.35395265,30.97141609,28.08978029,15.36270091
mRpL44,426.0315325,0.239038745,0.152154338,1.571028128,0.116176115,0.386987747,392.5616975,448.8179146,335.2151211,405.3361096,490.3807548,470.7166212,439.1925085
Mcad,55.71179674,-0.628287998,0.400143414,-1.570157038,0.116378582,0.387396102,79.7390948,59.37277345,83.80378027,39.73883428,33.03617716,53.62594419,40.66597301
MED20,177.9476884,0.325383236,0.207215715,1.570263319,0.116353864,0.387396102,162.5450779,175.0993658,172.5371947,131.7058508,206.4761073,225.5694478,171.7007749
CG13895,386.4476876,-0.557699435,0.355276277,-1.569762663,0.116470337,0.387568531,603.1546914,313.9712766,609.3027789,265.682492,221.9618153,341.3333908,349.7273679
vir-1,19.23200178,1.028315058,0.655167192,1.569546019,0.116520765,0.387603369,15.33444131,3.018954582,16.76075605,18.16632424,28.90665502,28.94098575,23.49589551
CG10226,13.25950402,-2.190582454,1.39595904,-1.569231182,0.116594081,0.387714291,2.044592174,44.27800054,12.81704875,20.43711477,12.38856644,0.851205463,0
DhpD,189.2892259,0.516508236,0.329291703,1.568543124,0.116754434,0.387996712,125.7424187,212.333139,110.4238046,190.7464045,279.7751254,245.1471734,160.8565154
Moe,1933.591771,0.186537196,0.118925344,1.568523498,0.116759011,0.387996712,1858.534286,1787.221113,1842.697239,1814.361634,1873.770674,1962.879798,2395.677654
Zasp66,20.90702673,-1.135563274,0.724214652,-1.567992683,0.11688284,0.388177735,47.02562001,16.10109111,26.62002432,19.30171951,11.3561859,4.256027317,21.68851894
RpS17,1075.784368,-0.186307372,0.118845679,-1.567641111,0.116964912,0.388177735,1113.280439,1075.754149,1099.308412,1250.070187,1086.064324,906.5338185,999.4792477
CG11226,13.0599526,0.908412999,0.579578882,1.567367319,0.117028858,0.388177735,8.178368697,11.06950013,11.83112192,6.812371591,16.51808858,15.32169834,21.68851894
Su(z)2,194.9872846,-0.631907101,0.403177848,-1.567316021,0.117040842,0.388177735,307.7111222,116.7329105,311.5528772,183.9340329,99.10853149,165.1338599,180.7376578
XRCC1,216.4091648,0.441061076,0.281301703,1.567928922,0.116897721,0.388177735,126.7647148,233.465821,149.8608777,240.7037962,269.45132,244.295968,250.3216561
CG31955,410.1859821,-0.456753709,0.29143428,-1.567261437,0.117053595,0.388177735,637.9127584,319.0028675,565.9219985,333.8062079,313.8436831,373.6791984,327.1351606
RpL14,1172.971057,-0.182712131,0.116636217,-1.566512832,0.117228607,0.388625252,1224.710712,1160.284878,1186.069973,1372.692876,1162.460484,998.4640085,1106.114466
CG42271,260.172602,-0.229598424,0.14660562,-1.56609565,0.117326226,0.388815987,274.9976474,261.6427305,300.7076822,273.6302589,220.9294348,242.5935571,246.7069029
CG32066,679.3228138,0.335859046,0.214499156,1.565782597,0.117399522,0.388926011,699.2505236,445.79896,750.2903151,547.2605178,764.9939775,694.5836581,853.0817448
Sap47,869.173594,-0.195454292,0.124843597,-1.565593238,0.117443874,0.388940109,938.467808,847.3199194,922.8275098,968.4921612,721.6339949,789.91867,895.5550944
Idh,940.0317437,0.238699495,0.152510806,1.565131684,0.117552036,0.389165443,809.658501,1035.501422,729.5858518,916.263979,1054.060528,995.9103921,1039.241532
CG14971,151.2332186,0.474558861,0.303398662,1.564142894,0.117784015,0.389800389,73.60531828,133.8403198,149.8608777,161.2261276,182.7313549,183.8603801,173.5081515
FBXO11,653.6336686,-0.310100779,0.198279855,-1.563955045,0.117828126,0.389813378,845.4388641,695.3658721,771.9807053,538.1773557,490.3807548,635.8504811,598.2416473
CG13337,44.7639997,1.273197504,0.814302228,1.563544174,0.117924654,0.389999708,39.8695474,7.044227359,46.33856086,18.16632424,13.42094697,79.16210809,109.346283
CG6204,175.7073412,-0.385026086,0.246389878,-1.562670065,0.118130219,0.390546395,205.4815135,161.0109111,186.3401703,228.2144483,169.310408,111.5079157,168.0860218
CG1979,5.926571966,1.498051622,0.959191077,1.561786445,0.118338306,0.391101046,4.089184349,1.006318194,5.91556096,2.27079053,8.259044291,13.61928741,6.325818023
CG34138,4.734797234,-2.600194361,1.666250048,-1.560506698,0.118640188,0.391328798,21.46821783,0,6.901487787,1.135395265,1.032380536,1.702410927,0.903688289
CG44836,12.59071153,1.406481877,0.901055707,1.560926663,0.118541056,0.391328798,7.15607261,2.012636388,15.77482923,4.54158106,9.291424827,34.899424,14.45901262
EndoG,129.0926684,0.52074938,0.333810864,1.560013276,0.118756744,0.391328798,68.49383784,134.846638,86.76156075,145.3305939,175.5046912,162.5802435,130.1311136
CG32640,11.74519154,0.965807932,0.61864268,1.561172487,0.118483059,0.391328798,7.15607261,9.056863747,6.901487787,10.21855739,20.64761073,11.06567102,17.17007749
mRpL3,487.0861109,0.277545911,0.177799114,1.561008404,0.118521768,0.391328798,406.8738427,531.3360065,401.2722185,446.2103392,609.1045165,557.5395785,457.2662742
Ent1,35.36993567,-0.592882815,0.379965511,-1.560359555,0.118674937,0.391328798,39.8695474,40.25272776,36.47929259,48.8219964,29.93903555,32.34580761,19.88114236
CG3165,230.9957216,0.263859559,0.169145526,1.559955882,0.118770307,0.391328798,192.1916644,207.301548,224.7913165,227.079053,224.0265764,274.0881592,267.4917336
eIF3i,1236.250374,-0.158521639,0.101596776,-1.560301866,0.118688563,0.391328798,1314.672768,1359.53588,1246.211509,1254.611768,1245.050927,1161.895457,1071.774311
Tpr2,749.7380109,-0.172360014,0.110479039,-1.560115072,0.11873269,0.391328798,804.5470206,734.6122817,764.0932907,848.140263,714.4073312,722.6734384,659.692451
sinah,3.274588977,-2.034884023,1.304886609,-1.559433601,0.118893789,0.391602631,5.111480436,5.03159097,5.91556096,3.406185795,0,2.55361639,0.903688289
CG5003,207.1865409,-0.324151589,0.207955124,-1.558757404,0.119053809,0.391996589,250.4625414,182.1435931,246.4817067,228.2144483,154.8570805,183.0091746,205.1372416
Idi,203.0087316,-0.276491273,0.177533553,-1.557402912,0.119374855,0.392147129,217.7490666,220.3836845,226.7631701,212.3189146,189.9580187,152.3657779,201.5224885
AGO1,2433.234261,-0.265057942,0.170147427,-1.557813404,0.119277488,0.392147129,3057.687597,2176.666254,2732.989164,2520.577489,1788.083089,2336.558997,2420.077238
CG3740,85.94885318,0.488681408,0.313693417,1.557831248,0.119273257,0.392147129,52.13710045,96.60654663,67.04302422,77.20687803,117.6913811,83.41813541,107.5389064
CG5177,15.35349434,-0.890602673,0.571721599,-1.557755864,0.119291132,0.392147129,15.33444131,17.1074093,16.76075605,27.24948636,13.42094697,7.66084917,9.940571179
Sirup,386.2037515,-0.433532088,0.278344108,-1.557540019,0.119342327,0.392147129,587.8202501,308.9396856,461.4137549,380.3574138,239.5122844,385.5960749,339.7867967
CG4972,623.5885041,0.244737918,0.157051574,1.55832833,0.119155437,0.392147129,489.6798257,587.6898253,546.203462,688.0495307,717.5044728,697.9884799,638.0039321
Syx5,431.7769934,-0.267680211,0.171879584,-1.557370597,0.119382523,0.392147129,497.8581944,407.5588686,508.7382426,448.4811297,329.3293911,381.3400476,449.1330796
CG14997,464.7168117,-0.235811778,0.151501212,-1.556500928,0.119589022,0.392563839,496.8358984,532.3423247,411.1314867,547.2605178,431.5350642,428.1563481,405.7560418
SMC5,289.9075431,-0.282072562,0.181242694,-1.556325147,0.119630795,0.392563839,293.398977,310.952322,287.8906334,363.3264848,262.2246562,291.9634739,219.5962542
Cbp80,311.160672,0.26158712,0.168076504,1.556357458,0.119623115,0.392563839,278.0645357,313.9712766,272.1158042,282.713421,363.3979488,380.4888421,287.3728759
Pka-C3,45.97675747,-1.041188394,0.669629311,-1.554872788,0.119976369,0.393564688,92.00664784,36.22745499,83.80378027,23.84330057,16.51808858,17.02410927,52.41392076
Nprl3,158.7481559,-0.429496479,0.276264038,-1.554659382,0.120027213,0.393598366,162.5450779,126.7960925,215.9179751,208.9127288,108.3999563,154.9193943,133.7458668
lectin-37Da,145.48371,1.115971984,0.717930095,1.554429871,0.120081913,0.393644662,17.37903348,172.0804112,54.22597547,144.1951987,296.2932139,75.75728624,258.4548507
Ehbp1,550.3643391,-0.346415901,0.222923856,-1.553965139,0.120192732,0.393803797,731.9639984,474.9821876,687.1909982,529.0941935,405.7255508,444.3292519,579.2641933
CG7326,20.49014858,-0.940854956,0.605485256,-1.553885824,0.120211654,0.393803797,37.82495522,13.08213652,29.5778048,22.7079053,9.291424827,11.06567102,19.88114236
CG14551,6.419681993,-1.532936257,0.986792046,-1.553454209,0.120314661,0.394008173,14.31214522,9.056863747,8.873341441,3.406185795,4.129522146,4.256027317,0.903688289
CDK2AP1,239.331283,-0.267613767,0.172298552,-1.553198004,0.120375838,0.394075474,270.9084631,227.4279119,280.0032188,254.3285394,190.9903992,237.4863243,214.1741245
CG12374,1886.968351,0.495740244,0.319319243,1.552490975,0.12054479,0.394288605,821.9260541,2275.285437,1511.425825,1810.955448,2597.46943,1722.839858,2468.876406
CG8323,102.2030185,0.627664684,0.404314932,1.552415292,0.120562887,0.394288605,44.98102783,109.6886832,62.11339008,114.6749218,160.0189831,120.0199703,103.9241532
Eph,286.214159,-0.329098569,0.211968154,-1.552584966,0.12052232,0.394288605,281.131424,273.7185488,296.7639748,403.0653191,276.6779837,257.0640499,215.0778128
Sema2b,297.3543603,0.576114852,0.371224406,1.551931509,0.120678613,0.394401126,303.6219379,163.0235474,371.6944137,144.1951987,329.3293911,459.6509502,309.9650831
RpL9,1527.36799,-0.173110612,0.111539306,-1.552014419,0.120658774,0.394401126,1610.116337,1547.717383,1518.327313,1743.967127,1559.92699,1311.707619,1399.81316
CG12107,388.9013003,0.363501363,0.234373586,1.550948505,0.120914025,0.394908325,309.7557144,424.6662779,250.425414,400.7945286,483.154091,476.6750595,376.8380165
