Geneid,Length,patr1_T1,patr1_T2,patr1_T3,esgTS_T1,esgTS_T2,esgTS_T3
lncRNA:CR44587,1073,1,0,0,0,0,0
dmGlut,2426,7,14,2,4,13,6
CG18788,1804,4,6,4,10,6,7
Tom70,2438,436,654,543,484,521,418
CG6766,1882,214,255,195,210,254,189
asRNA:CR46070,734,1,1,0,0,0,0
CG6785,3980,6,8,5,18,13,12
CG6770,776,166,237,190,507,465,425
lncRNA:CR44589,238,0,1,1,6,12,6
Plzf,2152,29,49,27,45,38,41
CG14945,2486,9,14,8,10,11,4
JhI-21,2368,109,190,125,319,313,253
RpL7-like,1793,0,0,0,0,0,0
CG34164,1771,0,0,0,0,0,0
Rab3-GAP,4340,198,271,200,221,230,195
firl,2590,1,0,0,0,0,0
CG14947,1035,0,0,0,0,0,0
lncRNA:CR44591,965,0,0,0,0,0,0
lncRNA:CR44590,1270,0,0,0,0,0,0
prd,2695,0,0,0,0,0,0
asRNA:CR44592,765,0,0,0,0,0,0
lncRNA:CR44593,1405,0,0,0,0,0,0
Pex19,1596,149,182,163,217,211,218
lncRNA:CR44594,350,0,0,0,0,1,0
CG6712,1336,115,196,182,199,218,164
Mt2,1114,18,48,33,37,35,31
Ced-12,2586,269,426,353,295,293,259
Patsas,2466,4,3,1,0,5,3
ThrRS,2896,813,1039,839,930,833,758
Rab6,1896,287,411,304,384,387,370
Phae1,1248,39,57,51,11,2,6
Phae2,1147,16,29,26,6,5,6
CG17211,5159,24,28,26,3,2,1
rho-6,944,0,0,0,0,0,0
Gr33a,1634,0,0,0,0,0,0
CG31760,4723,0,0,1,2,0,0
CG31861,764,0,0,0,0,0,0
ZnT33D,2264,0,0,0,0,1,0
CG17217,626,4,8,10,1,0,1
CG6583,1071,24,34,19,44,53,48
crok,1033,32,58,31,71,70,71
lncRNA:CR43356,498,0,0,0,0,1,0
bru1,7791,3,10,13,0,0,3
atilla,834,41,66,41,1,2,0
CG31759,2402,52,74,41,109,126,98
lncRNA:CR45282,346,0,0,0,0,0,0
lncRNA:CR45283,1095,0,0,0,0,0,0
CG31862,630,0,0,0,0,0,0
CG43813,545,0,0,0,0,1,0
bru2,6095,249,469,400,796,984,854
CG17010,1413,2,3,2,5,7,4
Pkd2,3271,1,3,0,12,10,7
vir-1,2118,4,4,1,2,1,4
CG6405,1326,7,4,1,7,7,2
CG5446,998,99,158,89,141,153,145
CG6388,1815,96,133,118,177,200,151
CG5435,929,2,6,5,11,7,6
SC35,1987,164,233,138,360,313,290
snoRNA:SC35-a,153,66,65,32,78,93,93
snoRNA:SC35-b,156,44,70,33,77,88,81
eRF3,4409,910,1206,1007,1449,1537,1276
Oatp33Ea,3025,10,16,19,19,20,12
CG5421,1623,2,7,2,13,10,2
Oatp33Eb,2743,57,113,63,58,66,48
CG5418,1196,0,3,8,15,11,4
CR17024,1288,2,3,7,25,17,6
bun,12590,2844,3836,3712,4544,4687,4664
mir-967,97,26,38,37,69,71,83
t-cup,718,5,3,4,20,16,26
CG43051,566,48,53,40,105,105,101
snoRNA:CG43051-a,147,0,0,0,0,0,0
lncRNA:CR42746,827,12,8,9,19,14,8
lncRNA:CR44598,486,0,1,0,0,0,0
lncRNA:CR44597,447,0,0,1,0,0,0
lncRNA:CR44596,962,0,0,0,0,0,0
lncRNA:CR44595,1149,0,0,0,0,0,0
nub,5278,196,337,217,140,112,67
Ref2,1749,2,2,3,1,1,1
pdm2,4624,10,19,6,9,7,3
Nepl7,2467,1,3,0,0,0,0
CCT4,1916,755,939,870,1176,1110,1056
CG6153,821,46,59,40,60,75,58
IFT43,881,14,24,19,16,20,19
PICK1,2293,7,14,7,19,18,14
CG5781,898,0,1,1,1,3,0
CG17036,1765,4,4,5,26,20,19
CG5776,3392,106,181,125,153,138,125
spict,1461,63,83,66,136,112,160
CG15484,913,0,2,2,2,2,2
CG6180,1020,245,336,269,434,395,354
CG5787,3637,435,653,554,474,544,383
Pih1D1,4389,275,431,371,517,619,454
MRP,7649,2019,2761,2452,974,978,802
mir-9382,69,5,10,10,7,7,4
CG15483,1382,0,0,0,0,0,0
lncRNA:CR46206,1049,0,0,1,0,0,0
lncRNA:TS9,1199,0,0,0,0,0,0
lncRNA:CR43818,644,0,0,2,0,0,0
kek1,5788,145,302,194,15,15,19
lncRNA:CR44970,429,0,0,0,0,0,0
lncRNA:CR44971,316,0,0,0,0,0,0
ACXC,3564,0,0,0,0,0,0
ACXB,3557,0,1,0,0,0,0
ACXA,3567,0,1,0,0,0,1
ACXE,3448,1,1,0,0,0,0
lncRNA:CR44183,790,0,0,0,0,0,0
CG16800,1030,0,0,0,0,0,0
Vha68-2,2759,692,913,802,1387,1285,1218
Vha68-3,2445,0,3,1,3,3,4
Yip1d1,1207,150,234,212,214,207,181
Vha68-1,2677,7,10,6,19,21,19
Tor,7987,1079,1450,1174,808,865,757
CG9934,4759,444,720,576,606,648,510
A16,1366,64,114,87,137,131,108
CG9932,8998,88,129,146,113,146,140
lncRNA:CR44197,757,0,0,0,0,0,0
lncRNA:CR45447,305,0,0,0,0,0,0
lncRNA:CR45461,545,0,0,0,0,0,0
Ttc30,2105,0,0,1,0,0,0
CG44198,245,0,0,0,0,0,0
CG43050,1119,0,1,0,0,0,0
CG5122,4007,0,1,0,0,0,0
CG9928,459,0,0,0,0,0,0
CG16978,409,0,0,0,0,0,0
lncRNA:CR44199,273,0,0,0,0,0,0
Pk34A,1303,0,0,1,0,0,0
kmg,2364,1,2,0,1,1,2
DnaJ-H,2233,53,90,66,108,95,145
Sirt1,3809,380,590,426,651,680,626
Sfmbt,5006,304,535,340,408,402,318
asRNA:CR46256,1139,1,9,4,4,6,1
CG43925,314,0,0,0,1,2,0
CG5439,1829,43,98,56,105,106,84
CG5287,1557,70,140,92,118,109,90
CG31849,2199,15,26,12,28,23,18
CG5458,1262,6,1,1,2,1,2
CG16974,5528,393,573,461,735,711,542
Edem2,4085,218,353,260,278,287,248
CG16972,5882,243,436,379,399,486,369
Pect,2210,407,481,325,357,367,440
CG15482,1042,2,2,3,0,2,1
snRNA:U2:34ABa,192,16,17,3,29,34,33
kek4,2703,28,31,23,2,0,0
snRNA:U2:34ABb,192,10,11,5,9,10,11
CG9426,3184,283,415,275,495,484,427
mRF1,1420,52,108,100,69,81,49
Ski6,980,78,107,98,82,77,63
CG16812,1721,112,178,149,158,171,126
CG15480,656,0,0,0,1,0,0
CG16813,902,0,0,0,0,0,0
CG16815,718,0,0,0,0,0,0
Prosalpha6T,1020,0,0,0,0,0,0
Mabi,863,0,0,0,0,0,0
CG5867,1044,0,0,1,0,0,0
CG5945,1079,0,0,1,0,1,0
asRNA:CR45330,590,0,0,0,0,0,0
snRNA:U2:34ABc,192,0,0,0,0,0,0
snRNA:U5:34A,127,9,8,3,1,4,6
CG16820,1574,2,3,0,0,0,0
l(2)k05911,2672,1,0,0,0,0,0
Naa20B,1168,0,0,0,0,0,0
CG31730,680,0,0,1,0,0,0
CG44085,10317,239,322,451,1886,2128,2359
CG31848,816,2,0,0,0,0,1
Drep4,2146,16,18,6,25,20,27
asRNA:CR44083,1486,0,0,0,2,0,0
Uvrag,2520,106,160,110,123,122,126
asRNA:CR44972,631,0,0,0,0,0,0
CG31729,5656,1063,1353,1025,989,838,808
CG16824,407,12,8,11,6,2,5
CG43778,6554,1,1,0,0,0,1
CG16825,3020,0,0,0,0,0,0
CG43779,836,0,0,0,0,0,0
CG16826,1248,1,75,4,172,343,4
CG9395,4191,0,1,1,0,0,1
CG9377,1191,0,0,0,0,0,0
Nnp-1,2882,430,663,502,632,662,555
CG6523,837,204,325,260,204,222,218
Tap42,1335,131,246,195,178,161,150
CG31855,1126,70,130,76,115,91,84
ND-B22,871,145,180,158,158,177,161
Bdp1,2352,137,188,163,209,225,175
CG6565,2327,135,203,179,273,254,191
CG9302,1972,227,306,214,279,284,224
beta'COP,3066,534,702,602,731,744,640
loqs,2290,101,118,87,111,133,97
asRNA:CR44599,582,0,0,0,4,1,3
Ing5,1044,57,85,67,82,79,92
CG7099,6023,451,776,575,337,366,309
RpL24,1265,619,736,614,878,814,827
CG16957,825,0,0,0,0,1,1
CG10859,2209,0,1,0,0,0,0
asRNA:CR44600,871,0,2,0,2,5,1
CG7110,3041,43,73,62,156,150,144
Vm34Ca,491,0,0,2,2,0,1
CG16848,1198,0,0,0,1,3,0
CG16956,737,0,0,0,0,0,0
CG42784,9436,24,34,45,87,199,106
CG43850,1204,0,0,0,0,0,0
Tehao,3181,0,1,0,0,0,0
asRNA:CR45683,4516,0,4,0,4,11,8
Hacd2,1335,109,159,105,183,165,159
Hsp60D,1960,0,0,0,1,0,0
CG42809,577,0,0,0,0,0,1
lncRNA:CR45684,316,0,0,0,0,0,0
CG42810,503,1,0,0,1,1,0
CG46308,5345,0,0,0,0,0,0
B4,8114,1400,1855,1163,1540,1547,1613
CG33640,537,15,22,16,8,8,14
CG33641,721,20,24,11,11,11,9
CG33642,702,28,23,16,18,10,14
CG33643,537,20,28,11,18,13,11
CG33644,477,20,22,16,10,10,16
CG33645,570,13,14,7,9,13,12
CG15638,488,2,2,0,4,3,1
CG16852,835,8,6,6,10,7,12
CG9263,751,11,5,4,5,5,3
CG16853,1366,15,15,14,18,18,24
kuz,7100,2038,2634,2289,1757,1949,1891
lncRNA:CR44973,465,18,20,8,18,7,19
CG9254,1684,32,92,55,66,83,65
mir-2489,95,0,0,0,0,0,0
lncRNA:CR43410,491,3,3,3,11,4,7
ics,1718,89,164,136,248,267,218
lncRNA:CR44726,331,0,0,0,0,0,0
CG18507,3620,1,4,1,0,0,1
DIP-kappa,3986,0,0,0,0,0,0
Gpo3,2316,0,0,1,2,0,0
CG9014,1377,0,0,0,0,1,0
nur,893,0,0,0,0,0,0
lncRNA:CR45913,2441,0,0,0,0,0,0
TM9SF4,2669,374,502,381,385,411,340
lncRNA:CR44846,1431,0,0,0,0,0,0
mir-1002,89,0,0,0,0,0,0
mir-968,92,0,0,0,0,0,0
CG43376,303,1,1,0,1,0,1
CG9008,2194,51,94,62,86,136,115
asRNA:CR31845,868,1,2,0,3,5,3
p38b,1821,178,273,225,273,280,236
CG16890,1232,33,63,46,29,41,40
Eato,5211,234,299,268,412,459,370
asRNA:CR44847,711,0,0,1,0,0,0
CG16863,2237,23,23,22,23,29,26
Sec71,5818,308,445,364,539,496,426
CAH1,1456,4,6,8,2,4,6
Adat1,3003,14,39,16,35,41,25
CG16865,1549,45,90,61,68,70,95
CG16888,557,0,0,0,0,0,0
Sos,5635,415,673,597,563,580,493
b,2135,8,10,3,4,7,4
tam,3679,233,366,263,208,220,154
Arpc1,1732,272,362,290,400,414,381
Orc5,1687,48,66,47,67,63,60
DNApol-gamma35,1570,0,0,0,0,0,0
GatC,1570,0,0,0,0,0,0
RpII33,970,63,73,66,79,77,74
mRpS23,707,88,164,119,94,118,115
CenG1A,5368,319,408,280,567,603,574
CG33307,1832,3,1,2,4,3,7
CG33306,800,4,0,3,2,10,3
CG8997,1347,14,5,4,10,31,8
CG7916,923,8,3,1,2,16,6
CG7953,1154,5,3,3,1,10,2
CG7968,867,0,0,1,3,4,2
lncRNA:CR44848,637,0,0,0,1,1,0
Smg5,5096,336,468,422,877,946,872
Ance,2183,14,13,9,50,27,11
Ance-2,2222,0,1,0,0,0,0
Acyp,570,0,0,0,0,0,0
Ance-3,3426,0,0,0,0,0,1
Vajk1,2433,0,0,0,0,0,0
CG42711,983,0,0,0,0,0,0
Vajk2,1333,0,0,0,0,0,0
Vajk3,1413,1,0,0,0,1,0
NimA,2877,0,0,0,0,0,0
NimB1,1289,0,0,0,0,0,0
NimB2,1435,0,0,1,0,0,0
NimB3,466,0,0,0,0,0,0
NimB4,1478,0,0,0,0,0,0
NimB5,1395,0,0,0,0,0,0
He,673,0,0,0,0,0,0
NimC1,3292,0,0,0,0,0,0
Cyp28a5,1766,6,10,8,1,1,1
NimC2,2819,0,0,0,0,0,0
rk,5386,1,0,0,2,0,0
CG42692,663,0,0,0,0,0,0
tRNA:Gln-CTG-4-1,72,0,0,0,0,0,0
bgm,2636,3,5,1,4,5,0
NimC3,852,0,0,0,0,0,0
asRNA:CR44849,931,0,0,0,0,0,0
lncRNA:CR45352,451,0,0,0,1,0,1
lncRNA:CR31840,378,0,0,0,0,0,0
hll,2206,0,0,0,1,4,0
CG18095,2036,0,1,2,4,7,0
lncRNA:CR45284,6301,0,3,0,18,30,3
nAChRalpha5,9373,2,5,3,4,4,7
NimC4,1282,1,1,0,0,0,2
CG46301,6643,0,0,0,0,0,0
CG15293,1337,0,0,0,1,0,0
CG31769,1086,1,1,0,0,2,0
CG43332,2025,0,1,1,0,0,0
CG43333,4314,0,0,1,0,1,0
Dyrk2,4955,519,822,553,883,1031,961
lncRNA:CR44727,403,1,0,1,0,0,0
lncRNA:CR44728,990,0,0,0,0,0,0
lncRNA:CR44216,565,1,0,1,0,0,0
wb,13907,1199,1800,1292,619,729,820
lncRNA:CR44729,734,11,11,12,5,7,10
CG32971,912,32,51,14,4,5,7
lncRNA:CR43639,617,11,15,12,5,4,10
lncRNA:CR43640,1860,13,46,15,7,11,10
ms(2)34Fe,4826,6,15,9,3,3,3
CG33090,4075,159,201,135,181,183,150
CG15286,1841,2,5,6,2,2,3
Send2,774,0,0,0,0,1,0
mTTF,1433,127,203,149,114,112,92
l(2)34Fc,750,0,0,0,0,0,0
asRNA:CR44850,730,0,0,0,0,0,0
CG43052,491,1,1,1,1,1,1
l(2)34Fd,2321,144,190,152,211,205,165
Rab14,1857,211,330,262,373,409,402
lncRNA:CR44851,814,0,3,2,10,7,9
Pgant35A,2160,1,3,0,3,0,0
asRNA:CR43463,2019,0,0,0,0,0,0
spel1,4433,266,357,292,248,254,247
ppk,2462,9,21,10,25,17,15
elB,3326,504,691,558,823,917,778
lncRNA:CR44733,291,0,1,1,1,0,1
Pburs,545,0,0,1,0,0,1
Cpr35B,813,2,3,1,0,1,0
lncRNA:CR44732,2211,0,3,4,0,0,2
lncRNA:CR45726,601,0,0,1,0,0,0
CG15283,641,0,1,0,1,1,1
lncRNA:CR44730,226,0,0,0,0,1,0
lncRNA:CR44731,713,2,0,1,0,0,2
noc,2859,416,657,496,1051,982,770
tRNA:Pro-AGG-1-1,72,0,0,1,1,0,0
lncRNA:CR45303,1120,0,6,3,0,2,1
lncRNA:CR45693,2171,1,3,2,1,2,0
tRNA:Gly-GCC-1-4,71,0,0,0,0,0,0
tRNA:Gly-GCC-1-5,71,0,0,0,0,0,0
tRNA:Gly-GCC-1-6,71,0,0,0,0,0,0
CG33648,951,3,1,1,10,7,3
tRNA:Gly-GCC-1-7,71,0,3,0,1,0,0
tRNA:Gly-GCC-2-1,71,0,0,0,0,0,0
lncRNA:CR44852,988,0,0,0,0,1,0
CG4218,1333,1,3,1,1,0,1
lncRNA:CR44853,566,0,0,1,1,1,0
lncRNA:CR44854,543,1,0,0,0,0,0
lncRNA:CR44855,578,1,0,0,0,0,0
CG3473,712,0,0,0,0,0,0
lncRNA:CR44856,625,1,0,0,0,1,0
CG42680,251,0,0,0,0,0,0
tRNA:Pro-AGG-1-2,72,0,0,0,0,0,0
osp,6846,633,958,959,1895,2079,1985
tRNA:Pro-AGG-1-3,72,0,0,0,0,0,0
tRNA:Pro-AGG-1-4,72,0,0,0,0,0,0
lncRNA:CR43411,364,0,1,0,4,6,5
Adh,2254,2,0,0,1,0,0
Adhr,2116,0,0,0,0,0,0
CG15282,701,0,0,0,0,18,12
CG34165,686,0,0,0,0,10,13
CG42685,5002,5,1,2,0,0,1
lncRNA:CR44857,448,0,0,0,0,0,0
CG31835,1225,0,0,0,0,0,0
CG31775,613,0,0,0,0,0,0
CG42585,1225,0,0,0,0,0,0
CG42586,613,0,0,0,0,0,0
CG34166,613,0,0,1,0,0,0
CG42681,344,0,0,0,0,0,0
CG42587,279,0,0,0,0,0,0
lncRNA:CR46411,306,0,0,0,0,0,0
CR45458,274,1,0,0,2,0,1
CG4691,1158,0,0,0,0,0,0
lncRNA:CR44858,720,0,0,0,0,0,0
CSN1a,1301,0,0,0,0,0,0
CG4701,1318,0,0,0,0,0,0
CG4650,964,1,2,0,0,0,0
CR15280,1209,2,2,2,0,0,0
CG18636,1103,3,4,1,0,0,0
CG18420,1857,1,1,0,0,1,0
CG33308,909,0,0,0,0,0,0
CG33309,1779,0,0,0,0,0,0
lncRNA:CR43805,1707,0,0,0,0,0,0
CG42682,669,0,0,0,0,0,0
CG15279,2828,0,1,1,0,0,0
CG4480,1447,0,0,0,0,0,0
CG15278,1733,0,0,0,0,0,0
lncRNA:CR45727,305,0,0,0,0,0,0
ProtA,683,0,0,0,0,0,0
ProtB,679,0,0,0,0,0,0
lncRNA:CR45302,307,0,0,0,0,0,0
side-II,5298,0,0,0,0,0,1
CG3491,5860,0,1,1,0,0,0
lncRNA:CR45331,534,0,0,0,0,0,0
mol,3012,7,7,1,1,1,0
DCTN5-p25,730,49,69,41,41,36,43
l(2)35Be,800,22,44,36,37,30,27
NC2beta,726,26,61,54,35,41,44
THG,1170,83,135,87,81,77,56
Rnmt,1769,92,137,105,81,86,83
lncRNA:CR43856,853,0,0,0,0,0,0
GABA-B-R1,5642,3,4,1,3,3,6
CG33310,2632,0,0,1,0,3,2
CG31832,762,1,0,0,0,1,0
yellow-c,1600,2,5,1,3,1,1
CIAPIN1,2358,148,209,169,157,158,153
Su(H),2950,110,183,139,164,182,130
ck,7404,115,253,159,318,379,295
CG33679,755,0,0,1,0,1,0
TfIIS,1773,230,343,321,356,379,303
solo,3337,1,6,2,0,0,0
vas,2285,39,44,31,1,2,1
vig,3372,1547,1846,1787,1788,1934,1734
CG15270,6138,2,2,0,2,4,2
CG15269,2122,0,0,0,0,0,0
stc,4145,460,684,534,734,767,649
lncRNA:CR43853,987,2,0,0,0,0,0
CR44706,359,0,0,0,0,0,0
lncRNA:CR43854,505,0,0,1,0,0,0
tRNA:Leu-TAA-3-1,84,0,1,0,0,0,0
lncRNA:CR44771,619,0,0,0,0,0,0
lncRNA:CR44770,433,0,0,0,0,0,0
CG4168,6080,2,3,0,2,0,0
Sfp35C,368,0,0,0,0,0,0
lncRNA:CR43357,591,0,0,0,0,0,0
lncRNA:CR44196,919,0,0,0,0,0,0
CG43230,799,0,0,0,0,0,0
ZnT35C,2143,2,5,2,1,3,0
dao,4459,3,5,2,0,0,1
Pol32,1486,91,151,107,96,84,89
Uxt,1011,51,85,71,47,55,49
yuri,4821,515,756,615,578,693,628
Cul3,5403,630,965,798,797,884,681
UK114,610,3,2,0,5,4,1
lncRNA:CR43682,655,0,1,0,1,0,0
lncRNA:CR45349,422,0,2,0,0,0,0
CG15263,1048,1,4,1,1,0,0
CG15260,814,0,3,2,1,0,1
ms(2)35Ci,1489,1,4,3,0,4,3
lncRNA:CR43764,1897,10,11,10,3,4,3
CG15262,1560,10,16,10,0,6,2
nht,948,41,70,36,3,4,7
esg,2273,1390,1607,1548,1920,1845,1818
CG15258,707,0,0,0,0,0,0
lncRNA:CR44859,601,0,0,0,0,0,0
lncRNA:CR45373,317,0,0,0,0,0,0
lncRNA:CR46408,270,0,0,0,0,0,0
lncRNA:CR44860,299,0,0,0,0,0,0
lncRNA:CR45374,413,0,0,0,0,0,0
CG44869,378,0,0,0,0,0,0
wor,2222,2,4,3,2,3,0
CG4161,1996,4,5,4,3,5,4
lncRNA:CR44861,574,1,1,1,0,1,0
lncRNA:CR44862,714,0,1,0,0,0,1
lncRNA:CR44863,413,0,0,0,0,0,0
lncRNA:CR45353,584,0,0,0,0,0,0
sna,1668,122,204,137,71,64,64
Tim17b2,817,0,0,2,0,2,1
lncRNA:CR45293,255,0,0,0,0,0,0
lace,2991,441,590,462,723,717,715
lncRNA:CR44864,907,0,0,0,0,0,0
lncRNA:CR43761,1918,0,0,0,0,0,0
Skadu,670,0,0,0,0,0,0
lncRNA:CR45728,408,0,0,0,0,0,0
CG15256,1449,0,0,0,0,0,0
kek3,4760,0,1,1,0,0,1
lncRNA:CR44865,576,0,0,0,0,0,0
CG15255,1549,26,34,24,18,36,11
Semp1,789,0,0,0,0,0,0
CG15254,868,1,0,0,1,0,1
CG15253,942,0,0,0,0,0,0
CG11865,849,0,0,0,1,0,0
Or35a,1290,0,2,0,0,0,0
CG7631,813,5,2,2,0,0,1
CG18480,4737,284,383,264,583,591,554
CG4587,9362,52,54,29,61,66,96
CG44141,434,0,0,0,0,0,0
CG18477,1483,0,0,0,0,0,0
CG18478,950,0,0,0,0,0,0
CG43923,521,0,0,0,0,0,0
CG44140,434,0,0,0,0,0,0
CG31780,1483,0,0,0,0,0,0
CG31827,950,0,0,0,0,0,0
CG43924,521,0,0,0,0,0,0
CycE,5047,205,262,213,271,279,176
lncRNA:CR44974,686,3,8,0,10,5,4
asRNA:CR44866,324,0,1,0,1,0,0
ND-B17,992,114,166,109,172,153,139
snRNA:U5:35D,126,0,0,0,0,0,0
Mtr4,3585,284,488,351,477,476,403
Gli,4468,143,211,151,38,45,62
CG3793,1738,128,214,163,207,178,167
wek,2033,96,150,114,132,140,119
Ku80,2304,207,302,228,142,131,125
CG31826,1228,0,0,0,0,0,0
CG43760,411,0,0,0,0,0,0
CG18109,6001,1,0,0,0,0,0
lncRNA:CR44602,3083,0,0,0,0,0,0
CG42876,1513,0,0,0,0,0,0
lncRNA:CR44601,564,2,2,2,1,0,0
CG18518,1090,1,1,0,0,0,0
CR31822,646,1,0,1,0,0,0
lncRNA:CR45694,418,0,0,0,0,0,0
lncRNA:CR43763,428,0,0,0,0,0,0
CG13243,1467,4,2,2,0,0,0
Tektin-A,2169,0,2,0,0,0,0
lncRNA:CR42791,410,0,0,0,0,0,0
CG42792,468,1,0,1,0,1,1
CG7653,2901,0,0,0,0,0,0
CG44475,343,0,0,0,4,4,1
CR31824,679,0,0,0,0,0,0
Tep1,4219,0,0,0,0,0,0
CG31735,1399,0,0,0,0,0,0
CG31823,1403,0,0,0,0,0,0
CG31821,1423,1,0,0,0,0,0
beat-Ib,2611,0,0,0,0,0,1
lncRNA:CR44867,372,1,0,1,0,0,0
lncRNA:CR44868,552,3,0,1,1,1,1
CG13244,611,0,1,1,0,1,0
CG4793,2832,3,4,1,0,0,0
CG12448,1293,0,0,0,0,0,0
CG18063,1283,1,0,0,0,0,0
lncRNA:CR43803,820,1,2,1,0,1,2
CG10839,1646,0,0,0,0,0,0
lncRNA:CR43412,202,0,0,0,0,0,0
beat-Ic,4924,20,8,6,5,6,5
lncRNA:CR43825,509,0,0,0,0,0,0
CG34167,661,0,0,0,0,0,0
lncRNA:CR43826,537,0,0,0,0,0,0
CG43816,1065,0,0,0,0,0,0
CG13245,1065,0,0,0,0,0,0
CG31820,440,0,0,0,0,0,0
lncRNA:CR44844,414,0,0,0,0,0,0
CG45084,4311,0,0,0,0,0,0
BicC,4547,0,0,0,0,0,0
beat-Ia,2870,0,0,0,0,0,0
lncRNA:CR44870,735,0,0,0,0,0,0
CG4891,948,0,0,0,0,0,0
CG4892,905,0,0,0,0,0,0
CG34168,492,1,0,0,0,0,0
lncRNA:CR44871,840,0,0,0,0,0,0
Ca-alpha1D,10481,10,12,7,21,29,37
asRNA:CR43806,814,0,0,0,0,0,0
lncRNA:CR44734,322,0,0,0,0,0,0
lncRNA:CR44735,401,0,0,0,0,0,0
lncRNA:CR44736,367,0,0,0,0,0,0
CG31819,1690,0,1,0,0,0,0
lncRNA:CR43840,737,0,0,0,0,0,0
Ca-Ma2d,5851,62,92,64,44,23,36
CG42818,3500,22,22,11,23,20,21
PRL-1,3790,168,230,190,186,208,238
CG46309,2770,0,0,0,0,0,0
EndoGI,1516,225,312,233,400,385,406
twe,2379,16,25,8,42,37,35
CG4935,1083,16,32,25,23,21,25
crp,4402,663,950,891,982,1157,945
pkaap,2439,95,157,115,148,157,134
CG17329,665,0,0,0,2,0,2
CG13258,811,0,0,0,1,1,0
lncRNA:CR44899,653,2,1,4,1,3,0
Cyp303a1,2787,3,5,2,8,8,7
heix,3130,94,140,108,173,188,121
CG17328,1569,30,65,34,41,41,33
GMF,1019,105,154,110,153,148,165
c(2)M,2262,1,11,1,5,4,2
CG5861,1126,104,192,146,184,166,146
Syx5,1861,172,281,222,264,339,261
cni,1182,100,164,105,136,153,151
fzy,1996,129,175,116,157,200,147
cact,3324,279,405,335,432,503,406
CG4278,1063,133,215,157,166,181,161
mRpL4,1012,128,161,134,181,168,153
CG4440,538,1,3,1,1,2,1
CG31817,7203,24,72,44,68,57,57
CG42266,1949,7,4,7,7,10,12
CG44405,1933,0,2,0,2,15,6
chif,7747,382,666,521,705,846,660
CG42231,1507,0,0,0,0,0,0
CG4455,1528,99,187,118,158,184,157
CaBP1,1781,414,578,469,537,540,477
jhamt,1073,0,0,0,0,0,0
CG5888,1883,0,0,0,0,0,0
snoRNA:Me28S-A2958,135,0,0,0,0,0,0
Idgf1,1445,1,1,0,0,1,0
Idgf2,1796,0,1,0,0,0,0
Idgf3,3954,0,0,0,0,1,0
dac,4982,20,16,6,13,30,25
Nepl8,1982,0,1,0,0,0,0
lncRNA:CR44994,532,0,0,0,0,0,1
Tpr2,3043,791,947,753,1107,1055,985
CG5953,5046,524,644,470,452,528,605
mir-4943,117,2,3,1,3,3,2
snoRNA:Me28S-C1237,100,6,8,11,16,11,31
lncRNA:CR45354,432,0,1,1,0,0,2
lncRNA:CR45355,267,3,0,1,0,0,0
CG31816,509,0,0,0,1,0,0
mtgo,10530,867,1252,1060,817,902,870
CG5968,723,4,0,0,1,0,2
snoRNA:Me18S-G1506,148,0,1,1,0,0,0
CG31815,1500,59,60,60,43,98,231
CG4631,2668,107,94,113,116,160,332
lncRNA:CR44151,422,4,5,7,4,6,7
Trpgamma,5320,0,3,0,5,3,1
her,2378,102,181,118,123,150,116
mir-2497,96,0,0,0,0,0,0
grp,3049,200,346,219,376,366,297
squ,1372,44,76,44,91,60,73
CG31807,983,10,21,13,43,29,31
CG33552,788,16,27,12,39,39,42
asRNA:CR44975,418,1,5,0,2,9,4
mir-9c,92,0,0,0,0,1,0
mir-306,85,0,0,0,0,0,0
mir-79,97,0,0,0,0,0,0
mir-9b,91,0,1,2,0,0,1
CR43669,845,0,2,0,0,1,1
CR43670,2132,20,40,39,44,50,42
CG31808,1929,17,20,10,19,14,6
Cyt-c-d,837,0,0,0,0,1,1
Cyt-c-p,681,360,455,406,483,449,407
VhaSFD,2829,582,788,636,840,808,778
mir-1006,64,0,0,0,0,0,0
CR43671,1647,0,1,0,5,1,8
CG31812,1369,10,16,12,18,20,12
CG17996,529,0,0,0,0,0,0
Prosbeta4,815,282,327,280,279,247,244
CG17904,1075,102,174,138,111,117,93
glu,4521,383,681,561,474,543,368
ChLD3,2265,3,7,2,8,6,11
LSm7,727,60,94,75,72,67,78
BuGZ,8738,514,869,660,1039,1148,901
yellow-b,1839,9,15,7,21,32,25
ppk17,1903,5,7,1,19,15,20
Mhc,9058,15,17,25,17,23,16
Cyt-b5-r,1557,0,0,0,1,1,3
CG17928,1651,1,1,1,0,0,0
Ugt37C2,1799,62,77,53,18,18,16
Ugt37E1,1620,0,2,0,0,1,0
Ugt37D1,1954,31,51,41,27,33,32
CG13280,1745,1,0,0,0,0,0
CG13272,3715,0,0,0,0,0,0
mdy,2689,26,36,17,48,36,31
Cse1,3237,634,917,762,748,786,699
AspRS-m,4422,546,898,669,792,883,671
CG13282,1844,3,2,3,5,4,0
Nepl9,2123,0,1,0,0,1,0
SclA,1027,0,0,0,0,0,0
SclB,1160,0,0,0,0,0,0
CG13284,2818,91,112,66,38,41,55
CG31810,1138,0,0,1,2,0,0
CG31809,1338,9,5,6,11,0,5
CG6012,1041,0,0,0,0,0,0
lncRNA:CR43858,418,0,0,0,0,0,0
lncRNA:CR31781,2679,0,0,0,0,0,1
